date,open,high,low,close,adj_close,volume,range,Year,return
7/5/2024,187.3200073,192.2599945,187.3200073,191.9600067,191.0428619,14303400,4.939987183,2024,0.02438768
7/8/2024,191.3650055,191.6790009,189.3200073,190.4799957,189.5699158,12097600,2.35899353,2024,-0.007709997
7/9/2024,191.75,192.8600006,190.2299957,190.4400024,189.5301056,10198500,2.630004883,2024,-0.000209961
7/10/2024,190.75,193.3099976,190.6199951,192.6600037,191.7395172,12052900,2.690002441,2024,0.011657221
7/11/2024,191.3399963,192.4100037,186.8200073,187.3000031,186.4051208,16452000,5.589996338,2024,-0.027821035
7/12/2024,186.9199982,188.6900024,186.1399994,186.7799988,185.8875885,14449100,2.550003052,2024,-0.002776317
7/15/2024,186.4900055,189.8999939,186.4900055,188.1900024,187.290863,12186000,3.409988403,2024,0.007549008
7/16/2024,188.9600067,190.3399963,185.1199951,185.5,184.6137238,12760100,5.220001221,2024,-0.014294077
7/17/2024,184.6799927,185.2299957,181.6199951,182.6199951,181.7474823,17376600,3.61000061,2024,-0.015525633
7/18/2024,183.5399933,184.0500031,178.2100067,179.2200012,178.363739,17877200,5.839996338,2024,-0.018617862
7/19/2024,180.3699951,181.9700012,178.8600006,179.3899994,178.5329132,14485900,3.11000061,2024,0.000948545
7/22/2024,182.3500061,184.3000031,181.8999939,183.3500061,182.4739838,16303900,2.400009155,2024,0.022074847
7/23/2024,183.8399963,185.2200012,183.3300018,183.6000061,182.7228088,23772600,1.88999939,2024,0.001363512
7/24/2024,175.3899994,177.9499969,173.5700073,174.3699951,173.5368958,31250700,4.379989624,2024,-0.050272389
7/25/2024,174.25,175.1999969,169.0500031,169.1600037,168.3517914,28967900,6.149993896,2024,-0.029878945
7/26/2024,168.7700043,169.8399963,165.8650055,168.6799927,167.8740845,25150100,3.974990845,2024,-0.002837615
7/29/2024,170.5,172.1600037,169.7200012,171.1300049,170.3123932,13768900,2.440002441,2024,0.014524617
7/30/2024,171.8300018,172.9499969,170.1199951,171.8600006,171.0388794,13681400,2.830001831,2024,0.004265738
7/31/2024,174.9199982,175.9100037,171.7200012,173.1499939,172.3227234,15650200,4.190002441,2024,0.007506071
8/1/2024,171.9799957,175.6799927,170.5099945,172.4499969,171.6260681,17177800,5.169998169,2024,-0.00404272
8/2/2024,168.1900024,170.2100067,166.3899994,168.3999939,167.5954132,18907800,3.820007324,2024,-0.023485086
8/5/2024,157.3699951,165.9400024,156.6000061,160.6399994,159.8724823,34907800,9.339996338,2024,-0.046080729
8/6/2024,160.9450073,162.3500061,158.1300049,160.5399933,159.7729645,36146500,4.220001221,2024,-0.000622548
8/7/2024,163.2400055,164.7899933,160.2400055,160.75,159.9819641,19334200,4.549987793,2024,0.001308127
8/8/2024,162.3439941,165.5,162.0299988,163.8399963,163.0572052,15733600,3.470001221,2024,0.019222372
8/9/2024,161.6450043,165.5200043,160.9299927,165.3899994,164.5998077,13549200,4.590011597,2024,0.009460468
8/12/2024,165.9949951,166.6999969,163.5500031,163.9499969,163.166687,12435000,3.149993896,2024,-0.008706708
8/13/2024,165.1849976,166.5399933,164.7700043,165.9299927,165.137207,12717600,1.769989014,2024,0.012076827
8/14/2024,164.2100067,164.9600067,159.5299988,162.0299988,161.2558594,22515900,5.430007935,2024,-0.023503851
8/15/2024,162.2100067,163.5200043,161.4900055,163.1699982,162.3904114,18392500,2.029998779,2024,0.00703573
8/16/2024,163.4100037,166.9499969,163.0800018,164.7400055,163.9529114,16853100,3.869995117,2024,0.009621912
8/19/2024,167,168.4700012,166.0899963,168.3999939,167.5954132,13100800,2.380004883,2024,0.022216755
8/20/2024,168.7400055,170.4100037,168.6600037,168.9600067,168.1527557,12622500,1.75,2024,0.003325492
8/21/2024,166.9900055,168.6399994,166.5700073,167.6300049,166.8291016,15269600,2.069992065,2024,-0.007871696
8/22/2024,169.0399933,169.4199982,165.0299988,165.4900055,164.6993256,19123800,4.38999939,2024,-0.012766207
8/23/2024,166.5500031,167.9499969,165.6600037,167.4299927,166.6300507,14281600,2.289993286,2024,0.011722685
8/26/2024,168.1549988,169.3800049,166.3200073,167.9299927,167.127655,11990300,3.059997559,2024,0.002986323
8/27/2024,167.6100006,168.2449951,166.1600037,166.3800049,165.585083,13718200,2.084991455,2024,-0.009229964
8/28/2024,166.7799988,167.3899994,163.2799988,164.5,163.7140503,15208700,4.11000061,2024,-0.011299464
8/29/2024,166.0599976,167.6300049,161.9819946,163.3999939,162.6193085,17133800,5.648010254,2024,-0.006686967
8/30/2024,164.2200012,165.2799988,163.4100037,165.1100006,164.3211365,18498800,1.869995117,2024,0.010465158
9/3/2024,163.3150024,163.3800049,157.8549957,158.6100006,157.8522034,26533100,5.525009155,2024,-0.039367694
9/4/2024,158.0749969,160.3999939,157.4400024,157.8099976,157.056015,17410700,2.959991455,2024,-0.005043837
9/5/2024,157.7799988,161.0149994,157.5200043,158.6000061,157.8422394,14139500,3.494995117,2024,0.005006074
9/6/2024,158.6900024,159.2200012,151.9349976,152.1300049,151.4031525,24999100,7.285003662,2024,-0.040794458
9/9/2024,153.6300049,154.6399994,148.1999969,149.5399933,149.0214233,28057700,6.440002441,2024,-0.017024989
9/10/2024,151.4499969,152.3000031,149.5429993,150.0099945,149.4897919,20401800,2.757003784,2024,0.00314298
9/11/2024,151.0899963,152.4799957,148.6999969,152.1499939,151.6223907,18991500,3.779998779,2024,0.014265712
9/12/2024,154.8099976,155.6100006,153.5,155.5399933,155.0006256,20980800,2.11000061,2024,0.022280641
9/13/2024,156.3619995,159.2749939,156.1100006,158.3699951,157.8208008,16733900,3.164993286,2024,0.018194689
9/16/2024,158.3300018,159.2400055,157.6100006,158.9900055,158.4386749,14157600,1.630004883,2024,0.003914949
9/17/2024,160.0899963,161.5899963,159.4100037,160.2799988,159.7241974,12064800,2.179992676,2024,0.008113675
9/18/2024,160.8500061,161.6300049,159.6600037,160.8099976,160.2523499,16756500,1.970001221,2024,0.003306706
9/19/2024,164.8200073,164.9900055,162.5220032,163.2400055,162.6739197,17548200,2.468002319,2024,0.01511105
9/20/2024,164.5200043,164.75,163.1799927,164.6399994,164.0690613,46362700,1.570007324,2024,0.008576292
